City,Colors_Reported,Shape_Reported,State,Time,Year,Month,Day,Hour
Seattle,,CIRCLE,WA,2000-02-09 22:00:00,2000,2,9,22
Prescott Valley,ORANGE,,AZ,2000-02-09 22:12:00,2000,2,9,22
Kirkland,GREEN,OTHER,WA,2000-02-10 04:20:00,2000,2,10,4
Alturas,ORANGE,FIREBALL,FL,2000-02-10 19:30:00,2000,2,10,19
Tucson,,,AZ,2000-02-11 19:20:00,2000,2,11,19
Rockford,,LIGHT,IL,2000-02-11 20:15:00,2000,2,11,20
Rockford,ORANGE,FORMATION,IL,2000-02-11 21:00:00,2000,2,11,21
Rockford,ORANGE,FIREBALL,IL,2000-02-11 21:15:00,2000,2,11,21
Houston,,OTHER,TX,2000-02-11 22:00:00,2000,2,11,22
Buffalo,,CIRCLE,NY,2000-02-12 17:00:00,2000,2,12,17
Dundee,,FIREBALL,FL,2000-02-12 20:00:00,2000,2,12,20
Fort Lauderdale,YELLOW GREEN,FIREBALL,FL,2000-02-12 20:45:00,2000,2,12,20
Rockford,ORANGE,SPHERE,IL,2000-02-12 22:00:00,2000,2,12,22
Salem,,CIRCLE,OR,2000-02-13 02:00:00,2000,2,13,2
Sandpoint,,LIGHT,ID,2000-02-13 18:42:00,2000,2,13,18
Yuma,,,CA,2000-02-13 18:55:00,2000,2,13,18
Clermont,RED,LIGHT,FL,2000-02-13 20:00:00,2000,2,13,20
Jackson,,DIAMOND,MI,2000-02-14 05:20:00,2000,2,14,5
Hermitage,,SPHERE,AR,2000-02-14 16:26:00,2000,2,14,16
New York City,,OVAL,NY,2000-02-14 21:48:00,2000,2,14,21
Mahony City,,LIGHT,PA,2000-02-15 01:30:00,2000,2,15,1
Flushing,,EGG,NY,2000-02-15 01:38:00,2000,2,15,1
Alton,,CIRCLE,VA,2000-02-15 02:00:00,2000,2,15,2
Rocky Mount,,,NC,2000-02-15 02:30:00,2000,2,15,2
Petrified Forest National Park,,OVAL,AZ,2000-02-15 04:00:00,2000,2,15,4
Petrified Forest National Park,,OVAL,AZ,2000-02-15 04:00:00,2000,2,15,4
Honolulu,,DISK,HI,2000-02-15 12:30:00,2000,2,15,12
Scottsdale,,FIREBALL,AZ,2000-02-15 16:30:00,2000,2,15,16
Barnum,,TEARDROP,MN,2000-02-15 19:11:00,2000,2,15,19
Little Rock,RED ORANGE,OTHER,AR,2000-02-15 20:00:00,2000,2,15,20
New Canaan,,,CT,2000-02-15 21:00:00,2000,2,15,21
Fredericktown,,EGG,OH,2000-02-15 21:20:00,2000,2,15,21
Hubbard,,RECTANGLE,OR,2000-02-15 23:00:00,2000,2,15,23
West Memphis,,LIGHT,AR,2000-02-15 23:00:00,2000,2,15,23
Black Canyon City,BLUE,CIRCLE,AZ,2000-02-16 04:45:00,2000,2,16,4
Stevinson,,OTHER,CA,2000-02-16 12:30:00,2000,2,16,12
Atlantic,,FORMATION,IA,2000-02-16 18:35:00,2000,2,16,18
Dawsonville,,TRIANGLE,GA,2000-02-16 20:30:00,2000,2,16,20
Riverside,,LIGHT,CA,2000-02-16 21:05:00,2000,2,16,21
Seattle,,LIGHT,WA,2000-02-16 21:05:00,2000,2,16,21
Rockford,ORANGE,CIRCLE,IL,2000-02-16 21:30:00,2000,2,16,21
Rockford,ORANGE,CIRCLE,IL,2000-02-16 21:30:00,2000,2,16,21
Rockford,RED,CIRCLE,IL,2000-02-16 21:30:00,2000,2,16,21
Rockford,,FIREBALL,IL,2000-02-16 21:30:00,2000,2,16,21
Rockford,ORANGE,FIREBALL,IL,2000-02-16 21:30:00,2000,2,16,21
Rockford,,LIGHT,IL,2000-02-16 21:30:00,2000,2,16,21
Rockford,,TRIANGLE,IL,2000-02-16 21:30:00,2000,2,16,21
Rockford,,TRIANGLE,IL,2000-02-16 21:30:00,2000,2,16,21
Rockford,,VARIOUS,IL,2000-02-16 21:30:00,2000,2,16,21
Dallardsville,,RECTANGLE,TX,2000-02-16 22:00:00,2000,2,16,22
Walkerton,RED,LIGHT,IN,2000-02-16 22:00:00,2000,2,16,22
Rockford,,SPHERE,IL,2000-02-16 22:15:00,2000,2,16,22
Ashgrove,ORANGE,LIGHT,MO,2000-02-17 00:00:00,2000,2,17,0
Auburn,,TRIANGLE,WA,2000-02-17 18:30:00,2000,2,17,18
Rockford,ORANGE,DISK,IL,2000-02-17 19:00:00,2000,2,17,19
Wisconsin Dells,,LIGHT,WI,2000-02-17 19:35:00,2000,2,17,19
Pine Hill,,CHEVRON,NJ,2000-02-17 21:30:00,2000,2,17,21
Pasadena,,LIGHT,CA,2000-02-18 19:00:00,2000,2,18,19
Prescott Valley,,FIREBALL,AZ,2000-02-18 20:00:00,2000,2,18,20
Jacksonville,,TRIANGLE,FL,2000-02-18 22:00:00,2000,2,18,22
Glendale,,LIGHT,AR,2000-02-18 22:50:00,2000,2,18,22
Columbus,,,OH,2000-02-19 00:00:00,2000,2,19,0
Superior,,RECTANGLE,CO,2000-02-19 13:30:00,2000,2,19,13
Miami,,LIGHT,FL,2000-02-19 14:18:00,2000,2,19,14
Wilmington,,TRIANGLE,OH,2000-02-19 18:24:00,2000,2,19,18
Seatac,,LIGHT,WA,2000-02-19 19:05:00,2000,2,19,19
Los Banos,,OTHER,CA,2000-02-19 21:15:00,2000,2,19,21
Dallardsville,,VARIOUS,TX,2000-02-19 22:30:00,2000,2,19,22
Tacoma,GREEN,VARIOUS,WA,2000-02-19 23:00:00,2000,2,19,23
Malo,,FIREBALL,WA,2000-02-19 23:45:00,2000,2,19,23
Molson,RED GREEN BLUE,FIREBALL,WA,2000-02-19 23:45:00,2000,2,19,23
Athens,,CYLINDER,OH,2000-02-20 13:04:00,2000,2,20,13
Orlando,,OVAL,FL,2000-02-20 18:00:00,2000,2,20,18
Gresham,RED,,WI,2000-02-20 21:45:00,2000,2,20,21
Cottage Grove,,FORMATION,OR,2000-02-20 22:30:00,2000,2,20,22
Lodi,,OTHER,CA,2000-02-21 18:00:00,2000,2,21,18
Corvallis,ORANGE GREEN,FIREBALL,OR,2000-02-21 19:43:00,2000,2,21,19
Klamath Falls,RED,FIREBALL,OR,2000-02-21 19:43:00,2000,2,21,19
Orland Park,,FIREBALL,IL,2000-02-21 20:00:00,2000,2,21,20
Tupelo,,CYLINDER,MS,2000-02-21 20:40:00,2000,2,21,20
Los Altos Hills,,DISK,CA,2000-02-21 21:45:00,2000,2,21,21
Prescott Valley,,CYLINDER,AZ,2000-02-22 06:00:00,2000,2,22,6
Prescott Valley,ORANGE,CYLINDER,AZ,2000-02-22 06:00:00,2000,2,22,6
Prescott Valley,ORANGE,CYLINDER,AZ,2000-02-22 06:00:00,2000,2,22,6
Ogden,BLUE,LIGHT,UT,2000-02-22 19:00:00,2000,2,22,19
Kenai,,CONE,AK,2000-02-23 08:18:00,2000,2,23,8
Ridgecrest,,CIGAR,CA,2000-02-23 17:00:00,2000,2,23,17
Wrightsville,,TRIANGLE,GA,2000-02-23 22:55:00,2000,2,23,22
Huntsville,GREEN,DISK,AL,2000-02-24 01:15:00,2000,2,24,1
O'Brien,YELLOW,LIGHT,FL,2000-02-24 20:30:00,2000,2,24,20
Tallahassee,ORANGE,TRIANGLE,FL,2000-02-24 20:30:00,2000,2,24,20
Hollywood,,LIGHT,CA,2000-02-24 23:00:00,2000,2,24,23
Vandalia,,LIGHT,OH,2000-02-26 02:00:00,2000,2,26,2
Tonawanda,,EGG,NY,2000-02-26 06:29:00,2000,2,26,6
New York City,RED,DISK,NY,2000-02-26 10:00:00,2000,2,26,10
Durham,,CIRCLE,NC,2000-02-26 17:18:00,2000,2,26,17
McClave,ORANGE,LIGHT,CO,2000-02-26 19:20:00,2000,2,26,19
Goshen,,LIGHT,IN,2000-02-26 23:30:00,2000,2,26,23
Chicago,RED ORANGE,TRIANGLE,IL,2000-02-27 19:30:00,2000,2,27,19
Bloomington,,CIGAR,IN,2000-02-27 21:15:00,2000,2,27,21
Portland,,,OR,2000-02-27 23:00:00,2000,2,27,23
Virginia Beach,,CHEVRON,VA,2000-02-28 05:15:00,2000,2,28,5
Lehigh Acres,,LIGHT,FL,2000-02-28 11:00:00,2000,2,28,11
Olancha,,SPHERE,CA,2000-02-28 14:00:00,2000,2,28,14
Walworth,ORANGE,CIRCLE,WI,2000-02-28 19:30:00,2000,2,28,19
Charlestown,,LIGHT,RI,2000-02-28 21:30:00,2000,2,28,21
Hawaii's Volcano National Park,,SPHERE,HI,2000-02-29 13:35:00,2000,2,29,13
Las Vegas,,SPHERE,NM,2000-02-29 20:45:00,2000,2,29,20
New Haven,,LIGHT,MI,2000-02-29 21:50:00,2000,2,29,21
Tumwater,,EGG,WA,2000-02-29 22:00:00,2000,2,29,22
Antioch,ORANGE,LIGHT,CA,2000-02-29 22:40:00,2000,2,29,22
Hawthorne,,,NV,2000-03-01 00:00:00,2000,3,1,0
Pineville,,TRIANGLE,WV,2000-03-01 00:30:00,2000,3,1,0
Coram,,LIGHT,NY,2000-03-01 04:45:00,2000,3,1,4
Tucson,,OTHER,AZ,2000-03-01 14:00:00,2000,3,1,14
Fountain Valley,,LIGHT,CA,2000-03-01 17:00:00,2000,3,1,17
Sterling,,RECTANGLE,CO,2000-03-01 19:00:00,2000,3,1,19
Venice,,FIREBALL,FL,2000-03-01 20:00:00,2000,3,1,20
Lake Pontchartrain,,TRIANGLE,LA,2000-03-01 21:00:00,2000,3,1,21
Springfield,,CHEVRON,OH,2000-03-01 21:00:00,2000,3,1,21
Houston,,DISK,TX,2000-03-01 23:00:00,2000,3,1,23
Oskaloosa,,CHEVRON,IA,2000-03-01 23:00:00,2000,3,1,23
Memphis,,FORMATION,TN,2000-03-02 01:15:00,2000,3,2,1
Alhambra Golf Course,,FORMATION,CA,2000-03-02 13:00:00,2000,3,2,13
Springfield,,,MO,2000-03-02 19:00:00,2000,3,2,19
Paterson,,LIGHT,NJ,2000-03-02 22:45:00,2000,3,2,22
Pearl River,,OVAL,NY,2000-03-02 23:42:00,2000,3,2,23
Grove City,RED,TRIANGLE,OH,2000-03-03 01:15:00,2000,3,3,1
Longwood,,LIGHT,FL,2000-03-03 04:00:00,2000,3,3,4
Boone,BLUE,OVAL,IA,2000-03-03 19:55:00,2000,3,3,19
Prescott Valley,,CIRCLE,AZ,2000-03-03 20:00:00,2000,3,3,20
Ogden,,LIGHT,UT,2000-03-03 22:20:00,2000,3,3,22
Kansas City,,SPHERE,MI,2000-03-04 18:40:00,2000,3,4,18
Miami,,SPHERE,FL,2000-03-05 03:40:00,2000,3,5,3
Rockford,,OTHER,IL,2000-03-05 20:27:00,2000,3,5,20
Quincy,,LIGHT,IL,2000-03-05 21:45:00,2000,3,5,21
Kenosha,,VARIOUS,WI,2000-03-05 23:33:00,2000,3,5,23
Salt Lake City,RED BLUE,OVAL,UT,2000-03-06 03:30:00,2000,3,6,3
Ocean Shores,,TRIANGLE,WA,2000-03-06 04:30:00,2000,3,6,4
Irvine,,SPHERE,CA,2000-03-06 16:30:00,2000,3,6,16
Silver Spring,,OTHER,MD,2000-03-06 19:55:00,2000,3,6,19
Roland,,DISK,OK,2000-03-06 22:00:00,2000,3,6,22
Hugo,BLUE,LIGHT,MN,2000-03-06 22:20:00,2000,3,6,22
Venice,,OVAL,FL,2000-03-07 07:00:00,2000,3,7,7
Harrisonville,,OTHER,MO,2000-03-07 19:00:00,2000,3,7,19
Gaithersburg,YELLOW,FORMATION,MD,2000-03-07 19:20:00,2000,3,7,19
Kansas City,,CIRCLE,MO,2000-03-07 19:45:00,2000,3,7,19
Corry,BLUE,,PA,2000-03-07 20:15:00,2000,3,7,20
Severna Park,,CIGAR,MD,2000-03-07 20:50:00,2000,3,7,20
Fresno,,FORMATION,CA,2000-03-07 22:00:00,2000,3,7,22
Gulf Breeze,,FIREBALL,FL,2000-03-07 22:00:00,2000,3,7,22
Magna,,DISK,UT,2000-03-08 05:37:00,2000,3,8,5
Silver Spring Twp.,,OVAL,PA,2000-03-08 13:00:00,2000,3,8,13
Fort Smith,,OVAL,AR,2000-03-09 17:05:00,2000,3,9,17
Fallbrook,,CIRCLE,CA,2000-03-09 18:30:00,2000,3,9,18
Portland,,LIGHT,ME,2000-03-09 18:35:00,2000,3,9,18
Memphis,,FIREBALL,AR,2000-03-09 19:00:00,2000,3,9,19
Powhatan,,FIREBALL,VA,2000-03-09 19:00:00,2000,3,9,19
Fort Myers,,LIGHT,FL,2000-03-09 19:15:00,2000,3,9,19
Vassalboro,,OTHER,ME,2000-03-09 19:45:00,2000,3,9,19
Buffalo,RED,FIREBALL,MO,2000-03-09 20:15:00,2000,3,9,20
Eureka Springs,,FIREBALL,AR,2000-03-09 20:25:00,2000,3,9,20
Conway,ORANGE GREEN,FIREBALL,AR,2000-03-09 20:30:00,2000,3,9,20
Houston,,TRIANGLE,TX,2000-03-09 20:30:00,2000,3,9,20
Timbo,,SPHERE,AR,2000-03-09 20:30:00,2000,3,9,20
Timbo,,SPHERE,AR,2000-03-09 20:30:00,2000,3,9,20
Fredericksburg,ORANGE GREEN,FIREBALL,VA,2000-03-09 20:45:00,2000,3,9,20
Olive Branch,ORANGE,FIREBALL,MS,2000-03-09 20:45:00,2000,3,9,20
Smyrna,,FIREBALL,TN,2000-03-09 20:45:00,2000,3,9,20
Little Rock,,LIGHT,AR,2000-03-09 21:00:00,2000,3,9,21
Sallisaw,,FIREBALL,OK,2000-03-09 21:00:00,2000,3,9,21
Elmira,,DISK,NY,2000-03-09 21:20:00,2000,3,9,21
Springfield,,,IL,2000-03-09 21:30:00,2000,3,9,21
Lonoke,,LIGHT,AR,2000-03-09 22:00:00,2000,3,9,22
Mountain Home,,FIREBALL,AR,2000-03-09 22:09:00,2000,3,9,22
Rockford,,LIGHT,IL,2000-03-10 00:00:00,2000,3,10,0
Atlanta,,DISK,GA,2000-03-10 03:00:00,2000,3,10,3
Ephrata,,OTHER,WA,2000-03-10 04:00:00,2000,3,10,4
Price,,LIGHT,UT,2000-03-10 18:00:00,2000,3,10,18
Freedom,,LIGHT,ME,2000-03-10 19:20:00,2000,3,10,19
Rockford,,DIAMOND,IL,2000-03-10 20:58:00,2000,3,10,20
Rockford,,LIGHT,IL,2000-03-10 21:15:00,2000,3,10,21
Duncansville,,TRIANGLE,PA,2000-03-10 21:43:00,2000,3,10,21
Mobile,,TRIANGLE,AL,2000-03-11 12:30:00,2000,3,11,12
Houston,,SPHERE,TX,2000-03-11 16:30:00,2000,3,11,16
Citrus Heights,,CIRCLE,CA,2000-03-11 19:00:00,2000,3,11,19
Fair Oaks,RED,LIGHT,CA,2000-03-11 19:04:00,2000,3,11,19
Orangevale,,FIREBALL,CA,2000-03-11 19:45:00,2000,3,11,19
Gold Bar,GREEN,SPHERE,WA,2000-03-11 21:00:00,2000,3,11,21
Santa Barbara,,TRIANGLE,CA,2000-03-11 21:00:00,2000,3,11,21
Dover,,TRIANGLE,AR,2000-03-11 21:20:00,2000,3,11,21
Las Vegas,,OVAL,NV,2000-03-11 21:30:00,2000,3,11,21
Gold Bar,,LIGHT,WA,2000-03-11 21:45:00,2000,3,11,21
Buckeye,,,AZ,2000-03-11 22:45:00,2000,3,11,22
Coral Springs,RED,OTHER,FL,2000-03-12 00:00:00,2000,3,12,0
Ocala,,TRIANGLE,FL,2000-03-12 00:19:00,2000,3,12,0
Simi Valley,,FIREBALL,CA,2000-03-12 01:19:00,2000,3,12,1
Sunland,ORANGE,LIGHT,CA,2000-03-12 01:30:00,2000,3,12,1
Encino,BLUE,SPHERE,CA,2000-03-12 01:45:00,2000,3,12,1
Seattle,,CIGAR,WA,2000-03-12 08:00:00,2000,3,12,8
Marquette,,OVAL,MI,2000-03-12 13:30:00,2000,3,12,13
Sedona,,OTHER,AZ,2000-03-12 15:00:00,2000,3,12,15
Falconer,,TRIANGLE,NY,2000-03-12 19:35:00,2000,3,12,19
Escondido,,LIGHT,CA,2000-03-12 20:37:00,2000,3,12,20
Arkansas,,CIRCLE,AR,2000-03-12 21:10:00,2000,3,12,21
Plymouth Borough,,CROSS,PA,2000-03-12 23:00:00,2000,3,12,23
Jacksonville,,LIGHT,FL,2000-03-13 00:30:00,2000,3,13,0
Seattle,,DIAMOND,WA,2000-03-13 11:51:00,2000,3,13,11
Torrance,,,CA,2000-03-13 13:00:00,2000,3,13,13
Healdsburg,,RECTANGLE,CA,2000-03-13 17:00:00,2000,3,13,17
San Jose,BLUE,LIGHT,CA,2000-03-13 20:00:00,2000,3,13,20
Charleston,,CIRCLE,SC,2000-03-13 21:00:00,2000,3,13,21
Clarinda,,LIGHT,IA,2000-03-13 21:40:00,2000,3,13,21
New York City,,,NY,2000-03-14 04:50:00,2000,3,14,4
Scotts Valley,,FORMATION,CA,2000-03-14 16:35:00,2000,3,14,16
Ionia,,DIAMOND,MI,2000-03-14 21:00:00,2000,3,14,21
Indianapolis,,CYLINDER,IN,2000-03-14 22:30:00,2000,3,14,22
Imperial Beach,,LIGHT,CA,2000-03-15 01:00:00,2000,3,15,1
Merritt Island,,SPHERE,FL,2000-03-15 03:00:00,2000,3,15,3
Winthrop,,VARIOUS,MA,2000-03-15 06:39:00,2000,3,15,6
Pine Bush,,OTHER,NY,2000-03-15 08:30:00,2000,3,15,8
Utica,,DISK,NY,2000-03-15 14:00:00,2000,3,15,14
Blue Springs,,VARIOUS,MO,2000-03-15 14:46:00,2000,3,15,14
Aguilar,,RECTANGLE,CO,2000-03-15 15:00:00,2000,3,15,15
Boulder,,DIAMOND,CO,2000-03-15 16:30:00,2000,3,15,16
Okeechobee,,RECTANGLE,GA,2000-03-15 17:00:00,2000,3,15,17
Yelm,BLUE,DISK,WA,2000-03-15 19:30:00,2000,3,15,19
Riverside,,LIGHT,CA,2000-03-15 20:45:00,2000,3,15,20
Bakersville,,LIGHT,NC,2000-03-15 21:15:00,2000,3,15,21
New Philadelphia,,LIGHT,OH,2000-03-15 22:00:00,2000,3,15,22
Portland,,OVAL,OR,2000-03-15 23:00:00,2000,3,15,23
Owaneco,,,IL,2000-03-15 23:27:00,2000,3,15,23
Moab,,DISK,UT,2000-03-16 03:30:00,2000,3,16,3
Houston,,SPHERE,TX,2000-03-16 09:00:00,2000,3,16,9
Omaha,,CIGAR,NE,2000-03-16 13:05:00,2000,3,16,13
Anza,,LIGHT,CA,2000-03-16 17:15:00,2000,3,16,17
Thousand Oaks,,TRIANGLE,CA,2000-03-17 00:26:00,2000,3,17,0
Vancouver,,,WA,2000-03-17 03:15:00,2000,3,17,3
San Antonio,,TRIANGLE,TX,2000-03-17 04:00:00,2000,3,17,4
Memphis,,DIAMOND,TN,2000-03-17 10:15:00,2000,3,17,10
Everett,,LIGHT,WA,2000-03-18 20:20:00,2000,3,18,20
Pembroke,RED,,MA,2000-03-18 22:00:00,2000,3,18,22
Palm Desert,,LIGHT,CA,2000-03-18 22:30:00,2000,3,18,22
Las Vegas,,OVAL,NV,2000-03-18 23:45:00,2000,3,18,23
Lacey,RED BLUE,CROSS,WA,2000-03-19 08:10:00,2000,3,19,8
Albuquerque,,OVAL,NM,2000-03-19 09:05:00,2000,3,19,9
Tucson,,LIGHT,AZ,2000-03-19 21:00:00,2000,3,19,21
San Francisco,,FIREBALL,CA,2000-03-19 21:30:00,2000,3,19,21
Reisterstown,,,MD,2000-03-19 22:30:00,2000,3,19,22
Pasadena,,TRIANGLE,CA,2000-03-19 23:35:00,2000,3,19,23
Calhoun,,OTHER,GA,2000-03-20 13:00:00,2000,3,20,13
Fort Meade,,FIREBALL,MD,2000-03-20 21:00:00,2000,3,20,21
Elko,,FIREBALL,NV,2000-03-20 22:00:00,2000,3,20,22
Mt. Pocono,,OTHER,PA,2000-03-20 22:45:00,2000,3,20,22
Dickson,,CYLINDER,TN,2000-03-21 14:45:00,2000,3,21,14
Mattawan,,TRIANGLE,MI,2000-03-21 19:30:00,2000,3,21,19
Duluth,,,MN,2000-03-21 21:00:00,2000,3,21,21
St. Cloud,,CIRCLE,FL,2000-03-21 21:00:00,2000,3,21,21
East Springfield,,LIGHT,PA,2000-03-21 22:05:00,2000,3,21,22
Bonnie Spring,,FIREBALL,NV,2000-03-22 11:00:00,2000,3,22,11
Lake Forest,ORANGE,LIGHT,CA,2000-03-22 20:05:00,2000,3,22,20
St Clair Shores,,TRIANGLE,MI,2000-03-22 20:30:00,2000,3,22,20
Tuscaloosa,,FORMATION,AL,2000-03-22 21:40:00,2000,3,22,21
Norridgewock,,RECTANGLE,ME,2000-03-23 02:15:00,2000,3,23,2
Sioux Falls,,DIAMOND,SD,2000-03-23 18:00:00,2000,3,23,18
Fullerton,,TEARDROP,CA,2000-03-23 19:15:00,2000,3,23,19
Providence,ORANGE,RECTANGLE,RI,2000-03-23 19:30:00,2000,3,23,19
Somerset,RED,OTHER,OH,2000-03-23 19:30:00,2000,3,23,19
Lake City,BLUE,TRIANGLE,TN,2000-03-24 00:30:00,2000,3,24,0
Syracuse,BLUE,LIGHT,NY,2000-03-24 03:15:00,2000,3,24,3
Beaverton,,DISK,OR,2000-03-24 13:35:00,2000,3,24,13
Ionia,,OVAL,MI,2000-03-24 18:00:00,2000,3,24,18
Southport,,FIREBALL,NC,2000-03-24 18:30:00,2000,3,24,18
Saginaw,,FIREBALL,MI,2000-03-24 19:45:00,2000,3,24,19
Woodbury,,,NY,2000-03-24 20:27:00,2000,3,24,20
Des Moines,,FIREBALL,IA,2000-03-25 00:45:00,2000,3,25,0
The Woodlands,,,TX,2000-03-25 18:00:00,2000,3,25,18
Huron,,FLASH,KS,2000-03-25 22:00:00,2000,3,25,22
Lompoc,,CIRCLE,CA,2000-03-25 22:00:00,2000,3,25,22
Pittsburgh,,TRIANGLE,PA,2000-03-26 22:45:00,2000,3,26,22
Bella Vista,,VARIOUS,CA,2000-03-27 01:10:00,2000,3,27,1
Ann Arbor,,LIGHT,MI,2000-03-27 18:00:00,2000,3,27,18
Santa Cruz,,CIGAR,CA,2000-03-27 20:00:00,2000,3,27,20
Mexico Beach,,CIRCLE,FL,2000-03-27 21:40:00,2000,3,27,21
Elk,RED GREEN BLUE,LIGHT,CA,2000-03-27 23:20:00,2000,3,27,23
Prescott Valley,RED,CIRCLE,AZ,2000-03-28 00:00:00,2000,3,28,0
Summer Lake,RED ORANGE,SPHERE,OR,2000-03-28 07:45:00,2000,3,28,7
Miami,,CIRCLE,FL,2000-03-28 15:00:00,2000,3,28,15
Centreville,,CIRCLE,VA,2000-03-28 15:45:00,2000,3,28,15
Bouse,,LIGHT,AZ,2000-03-28 21:00:00,2000,3,28,21
Fort. Deposit,,TRIANGLE,AL,2000-03-28 21:15:00,2000,3,28,21
Corinth,,OTHER,TX,2000-03-28 22:20:00,2000,3,28,22
Hammond,,LIGHT,LA,2000-03-28 22:40:00,2000,3,28,22
Belton,,VARIOUS,SC,2000-03-29 00:00:00,2000,3,29,0
Steamboat,,OVAL,NV,2000-03-29 00:00:00,2000,3,29,0
Aberdeen,,VARIOUS,OH,2000-03-29 03:00:00,2000,3,29,3
Treasure Island,,CIRCLE,FL,2000-03-29 14:30:00,2000,3,29,14
Reno,YELLOW BLUE,CIRCLE,NV,2000-03-29 20:00:00,2000,3,29,20
Atlanta,,LIGHT,GA,2000-03-29 20:20:00,2000,3,29,20
Munising,,TRIANGLE,MI,2000-03-29 22:30:00,2000,3,29,22
Hooker,ORANGE,CIRCLE,OK,2000-03-30 03:30:00,2000,3,30,3
Phoenix,,FLASH,AZ,2000-03-30 12:25:00,2000,3,30,12
Phoenix,,LIGHT,AZ,2000-03-30 18:50:00,2000,3,30,18
Gilbert,RED,CIRCLE,AZ,2000-03-30 18:52:00,2000,3,30,18
Newton,,LIGHT,MA,2000-03-30 22:00:00,2000,3,30,22
Angelica,,FIREBALL,NY,2000-03-30 23:30:00,2000,3,30,23
Charlestown,ORANGE,DISK,RI,2000-03-31 05:05:00,2000,3,31,5
West,,LIGHT,TX,2000-03-31 09:40:00,2000,3,31,9
West Nyack,,OTHER,NY,2000-03-31 14:00:00,2000,3,31,14
Westchester,,CIRCLE,CA,2000-03-31 14:00:00,2000,3,31,14
Bristol,,,CT,2000-03-31 21:45:00,2000,3,31,21
Philadelphia,,CIRCLE,PA,2000-03-31 23:30:00,2000,3,31,23
Lake Havasu City,RED,LIGHT,AZ,2000-04-01 05:20:00,2000,4,1,5
Evansville,,SPHERE,IN,2000-04-01 06:28:00,2000,4,1,6
Mission Viejo,,FORMATION,CA,2000-04-01 13:00:00,2000,4,1,13
Elizabethtown,,DISK,KY,2000-04-01 16:00:00,2000,4,1,16
Chicago,,SPHERE,IL,2000-04-01 17:50:00,2000,4,1,17
Del Mar,ORANGE,FORMATION,CA,2000-04-01 19:00:00,2000,4,1,19
Huntington Beach,RED,LIGHT,CA,2000-04-01 21:00:00,2000,4,1,21
Dallas,RED GREEN BLUE,,TX,2000-04-01 21:30:00,2000,4,1,21
Copemish,,CIRCLE,MI,2000-04-01 21:50:00,2000,4,1,21
Los Alamos,,,NM,2000-04-01 22:00:00,2000,4,1,22
Young City,,DISK,TX,2000-04-01 22:15:00,2000,4,1,22
Indianapolis,,TRIANGLE,IN,2000-04-02 03:00:00,2000,4,2,3
Fremont,,,IA,2000-04-02 14:00:00,2000,4,2,14
Fairbanks,,OVAL,AK,2000-04-02 18:00:00,2000,4,2,18
Fort Wayne,,OVAL,IN,2000-04-04 02:00:00,2000,4,4,2
Sedillo Hill,RED,LIGHT,NM,2000-04-04 05:20:00,2000,4,4,5
Clearwater,,OTHER,FL,2000-04-04 16:30:00,2000,4,4,16
Bouse,,LIGHT,AZ,2000-04-04 21:05:00,2000,4,4,21
Hazelwood,,CYLINDER,MO,2000-04-05 18:30:00,2000,4,5,18
Baton Rouge,,LIGHT,LA,2000-04-05 20:00:00,2000,4,5,20
Ocean City,RED BLUE,DISK,MD,2000-04-05 22:00:00,2000,4,5,22
Perris,,CIRCLE,CA,2000-04-06 14:00:00,2000,4,6,14
Seagoville,,CIRCLE,TX,2000-04-06 15:28:00,2000,4,6,15
Glendale,,CIRCLE,AZ,2000-04-06 16:00:00,2000,4,6,16
Chattanooga,,OTHER,TN,2000-04-06 20:00:00,2000,4,6,20
Highlands,GREEN,,NJ,2000-04-06 20:00:00,2000,4,6,20
Tehachapi,RED,LIGHT,CA,2000-04-06 20:00:00,2000,4,6,20
Tuckerton,,SPHERE,NJ,2000-04-06 20:34:00,2000,4,6,20
Arlington,ORANGE GREEN,LIGHT,TX,2000-04-06 20:35:00,2000,4,6,20
San Antonio,,LIGHT,TX,2000-04-06 21:08:00,2000,4,6,21
"Des Moines--4 blocks east of the Marina, Wash",,OVAL,WA,2000-04-07 05:26:00,2000,4,7,5
Streetsboro,,,OH,2000-04-07 21:30:00,2000,4,7,21
Vero Beach,,DIAMOND,FL,2000-04-08 01:30:00,2000,4,8,1
Seattle,,EGG,WA,2000-04-08 18:00:00,2000,4,8,18
Seattle,,EGG,WA,2000-04-08 18:35:00,2000,4,8,18
Menifee,ORANGE GREEN,FIREBALL,CA,2000-04-09 01:10:00,2000,4,9,1
Oceanside,GREEN,FIREBALL,CA,2000-04-09 01:10:00,2000,4,9,1
Newport Coast,,FIREBALL,CA,2000-04-09 01:11:00,2000,4,9,1
Santa Barbara,GREEN,FIREBALL,CA,2000-04-09 01:11:00,2000,4,9,1
Richmond,,CIRCLE,IN,2000-04-09 01:30:00,2000,4,9,1
Hot Springs,,CIGAR,AR,2000-04-09 16:30:00,2000,4,9,16
Temple City,,LIGHT,CA,2000-04-09 20:00:00,2000,4,9,20
Schuyler County area,RED,OVAL,IL,2000-04-09 22:30:00,2000,4,9,22
Springfield,RED,OVAL,IL,2000-04-09 22:30:00,2000,4,9,22
Sunflower,,TRIANGLE,AZ,2000-04-10 00:00:00,2000,4,10,0
Fresno,,CHEVRON,CA,2000-04-10 08:13:00,2000,4,10,8
